y
8172.89
8664.57
10634.13
10642.07
9834.57
11147.71
11440.79
11063.46
11032.04
11248.4
10621.01
9968.7
12744.31
12479.38
12847.47
12964.65
11616.76
12059.34
11440.97
12042.14
11608.86
11199.12
10397.58
9065.72
8513.83
8315.46
6651.05
5844.54
5694.12
6517.43
5558.6
5314.9
4685.51
5181.4
5528.41
5753.45
6507.65
7648.69
8560.17
9934.28
10445.43
10664.3
11136
10871.95
10778.29
10623.38
10364.65
11183.37
11019.19
11787.69
11131.16
11181.94
11148.21
9710.2
10453.12
9392.86
9303.79
9194.41
9319.75
8043.73
9412.17
10335.37
10918
10884.56
11139.05
10886.95
10840.24
10295.36
10592.17
10588.89
10732.45
10062.12
10764.59
9476.28
8559.67
9031.3
9831.38
10296.18
10456.57
10562.63
9718.61
8875.95
10141.87
11045.04
11424.01
12050.01
10968.92
9944.76
9823.93
11139.83
11265.87
10228.06
10263.77
10011.48
7206.25
7986.41
8839.73
8918.75
9199.71
9993.67
9463.09
9327.63
8997.7
9539.06
10174.54
10248.1
10446.7
10440.7
10357.28
9111.72
11022.9
9759.66
9208.85
9896.11
9984.03
10444.2
10397.51
11245.49
10383.74
9647.93
7678.18
7762.86
8535.54
8423.11
8327.78
8476.38
8387.22
8615.09
9298.84
9735.42
9175
10330.91
10154.13
10808.32
10248.68
10439.39
10259.78
9276.68
8837.63
8755.15
8795.12
9103.88
9926.96
10028.9
9902.59
10288.18
10394.54
10594.96
10323.8
10445.47
8968.19
8217.08
6784.76
7654.32
8037.89
8588.49
8792.98
9023.65
8431.16
9356.6
10496.16
10174.77
10071.01
10512.2
8510.52
8385.17
8218.42
8384.01
7822.88
8246.23
8408.74
7273.96
7096.35
9557.69
10169.25
8844
8236.67
7833.83
7145.45
6682.93
7164.85
7621.83
7536.76
6343.65
6071.42
6060.5
5560.26
6858.24
7833.1
8364.53
8779.81
9061.68
9166.2
8521.05
8956.83
8590.9
9049.14
9440.83
10223.48
10321.56
9807.27
11472.86
12271.13
11531.39
9628.86
9215.31
9351.55
8244.15
8890.32
9994.44
10085.24
9873.08
9480.89
8166.13
8763.83
10255.13
11002.32
11935.07
12103.78
10712.86
9634.53
7560.71
8619.29
8738.77
7984.43
7724.54
7600.15
7603.55
6081.68
7181.19
7603.46
7623.22
8199.19
9331.26
8307.9
8270.94
8331.09
7974.55
6988.27
7567.44
7753.31
6849.95
5624.18
6225.01
6611.75
6135.4
6051.77
6375.27
6715.45
5168.6
4539.14
5282.44
6080.28
6471.46
6226.24
5389.24
5294.03
5333.59
5812.98
6117.78
5762.14
5847.31
6191.02
5908.93
6038.87
5237.04
5347.37
5940.86
5879.49
5906.6
6146.85
5772.49
4279.71
4209.67
4157.38
4372.93
4361.8
4058.04
4363.31
4470.29
5936.97
7368.82
8123.87
8351.96
8268.76
8383.18
8758.05
9042.43
9386.2
8974.38
8821.31
8428.75
9349.7
9538.59
9895.69
9806.32
9324.46
8917.04
8941.04
8599.48
8944.81
9191.32
8423.83
8091.43
8150.87
7652.15
8049.57
8287.84
8441
9721.79
10428.28
10048.92
9662.47
9903.51
9771.44
10578.22
11074.31
10732
10688.16
10435.05
10819.7
11094.96
11173.19
11753.74
12030.71
10914.79
10505.7
10618.48
11817.28
11708.13
11440.9
11497.87
10019.26
9703.44
10744.52
10687.15
11157.99
11916.43
11944.04
11422.53
11410.25
13164.32
12933.44
12782.4
12825.15
12328.98
12115.43
11582
12496.65
12713.46
13190.12
13301.71
13275.64
12690.9
13076.9
14117.13
13803.19
14031.7
14329.99
13626.28
13554.73
13273.92
13248.97
12532.46
12499.27
10195.76
10947.89
11432.82
11683.11
11632.93
12819.3
13045.99
13217.68
12744.05
11831.03
11236.94
12610.77
12668.52
12176.88
10775.72
11094.77
11034.73
9452.03
8764.62
8797.35
8111.35
9543.84
10297.54
9301.59
9060.9
10007.71
10678.3
11045.81
11508.71
11833.03
11237.45
10426.01
11113.66
10493.04
10303.74
11046.82
10199.74
10047.01
10106
10726.47
10518.13
10306.86
9957.9
9082.53
8559.02
8933.12
7763.45
8229.72
7289.58
