y
322845
220896
281357
239428
270696
211256
295161
298621
195401
192960
271295
311879
309809
257048
317009
284009
291095
254696
273438
259948
172980
237892
308770
392751
347841
265486
338384
348957
289450
272454
288921
336323
234033
212817
240699
345621
346192
263696
351340
268141
219818
210441
327103
353024
253237
245100
289905
336022
292810
299286
326785
259039
258782
258893
378636
389729
283559
242639
314599
397038
382076
315377
295531
266950
295030
252214
323540
325126
257681
228001
258406
341913
